PLAYER_NAME,PLAYER_ID,TEAM_NAME_x,LOCATION,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB_x,REB,AST,TOV,STL_x,BLK_x,BLKA,PF,PFD,PTS,PLUS_MINUS,Efficiency,Season Type,GP_x,W_x,L_x,Logo_URL,DISPLAY_FIRST_LAST_x,TEAM_ID,TEAM_ABBREVIATION,HEADSHOT_URL,DISPLAY_FIRST_LAST_y,POSITION,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT,MIN_y,DEF_RATING,DREB_y,DREB_PCT,STL_y,BLK_y,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,Conference
Dean Wade,1629731,Cleveland Cavaliers,AWAY,16.8,2.0,6.0,0.33,1.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,12.0,8.0,Playoffs,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Dean Wade,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1629731.png,Dean Wade,Forward-Center,Cleveland Cavaliers,12,5,7,0.417,576.0,111.1,373,0.699,80,55,153.0,158.0,152.0,478.0,6,8,13,9,6,8,7,9,5,7,10,11,10,10,East
Dean Wade,1629731,Cleveland Cavaliers,HOME,23.1,1.0,3.5,0.29,1.0,3.0,0.38,0.0,0.0,0.0,0.0,1.5,1.5,1.0,1.0,0.5,0.5,0.0,1.0,0.5,3.0,-12.5,3.0,Playoffs,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Dean Wade,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1629731.png,Dean Wade,Forward-Center,Cleveland Cavaliers,12,5,7,0.417,576.0,111.1,373,0.699,80,55,153.0,158.0,152.0,478.0,6,8,13,9,6,8,7,9,5,7,10,11,10,10,East
Delon Wright,1626153,Miami Heat,AWAY,26.01,3.67,6.0,0.56,2.0,3.33,0.44,0.67,0.67,0.33,0.33,2.33,2.67,2.0,0.0,1.33,0.0,0.67,1.33,1.33,10.0,-8.33,13.67,Playoffs,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Delon Wright,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1626153.png,Delon Wright,Guard,Miami Heat,5,1,4,0.2,240.0,117.7,153,0.727,23,7,81.0,59.0,44.0,204.0,13,13,2,13,13,12,14,6,16,16,5,2,2,3,East
Delon Wright,1626153,Miami Heat,HOME,29.27,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,7.0,Playoffs,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Delon Wright,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1626153.png,Delon Wright,Guard,Miami Heat,5,1,4,0.2,240.0,117.7,153,0.727,23,7,81.0,59.0,44.0,204.0,13,13,2,13,13,12,14,6,16,16,5,2,2,3,East
Dereck Lively II,1641726,Dallas Mavericks,AWAY,22.45,2.64,4.64,0.59,0.09,0.09,0.09,2.27,3.91,0.44,3.09,5.0,8.09,1.36,0.91,0.36,0.73,0.55,2.27,3.09,7.64,3.27,13.64,Playoffs,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Dereck Lively II,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1641726.png,Dereck Lively II,Center,Dallas Mavericks,22,13,9,0.591,1056.0,110.7,709,0.722,138,116,326.0,239.0,257.0,914.0,1,2,15,3,1,5,1,7,1,1,16,15,16,16,West
Dereck Lively II,1641726,Dallas Mavericks,HOME,21.48,3.5,4.4,0.83,0.0,0.0,0.0,1.1,1.8,0.47,2.3,4.4,6.7,1.2,1.1,0.5,1.2,0.6,2.3,1.7,8.1,6.2,15.0,Playoffs,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Dereck Lively II,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1641726.png,Dereck Lively II,Center,Dallas Mavericks,22,13,9,0.591,1056.0,110.7,709,0.722,138,116,326.0,239.0,257.0,914.0,1,2,15,3,1,5,1,7,1,1,16,15,16,16,West
Derrick Jones Jr.,1627884,Dallas Mavericks,AWAY,30.5,2.83,6.92,0.41,0.83,2.75,0.24,1.08,1.33,0.5,1.67,2.0,3.67,1.5,1.08,0.58,0.83,0.75,3.08,1.17,7.58,0.58,8.75,Playoffs,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Derrick Jones Jr.,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1627884.png,Derrick Jones Jr.,Forward,Dallas Mavericks,22,13,9,0.591,1056.0,110.7,709,0.722,138,116,326.0,239.0,257.0,914.0,1,2,15,3,1,5,1,7,1,1,16,15,16,16,West
Derrick Jones Jr.,1627884,Dallas Mavericks,HOME,28.07,4.3,7.7,0.57,1.4,3.2,0.4,0.9,1.4,0.4,1.3,1.9,3.2,0.9,0.5,0.4,1.1,0.6,1.7,1.6,10.9,3.6,12.1,Playoffs,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Derrick Jones Jr.,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1627884.png,Derrick Jones Jr.,Forward,Dallas Mavericks,22,13,9,0.591,1056.0,110.7,709,0.722,138,116,326.0,239.0,257.0,914.0,1,2,15,3,1,5,1,7,1,1,16,15,16,16,West
Derrick White,1628401,Boston Celtics,AWAY,36.83,5.57,13.0,0.38,3.71,8.71,0.4,2.14,2.29,0.69,1.29,3.86,5.14,4.14,0.86,0.57,1.71,0.0,2.86,2.71,17.0,6.14,20.14,Playoffs,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Derrick White,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1628401.png,Derrick White,Guard,Boston Celtics,19,16,3,0.842,917.0,108.2,634,0.762,119,102,255.0,181.0,187.0,904.0,2,1,1,1,2,3,2,2,2,2,15,14,14,15,East
Derrick White,1628401,Boston Celtics,HOME,34.85,5.83,12.5,0.46,3.25,8.33,0.38,1.67,1.83,0.63,0.83,2.92,3.75,4.0,0.83,1.17,0.92,0.33,2.0,2.0,16.58,2.0,18.75,Playoffs,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Derrick White,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1628401.png,Derrick White,Guard,Boston Celtics,19,16,3,0.842,917.0,108.2,634,0.762,119,102,255.0,181.0,187.0,904.0,2,1,1,1,2,3,2,2,2,2,15,14,14,15,East
Devin Booker,1626164,Phoenix Suns,AWAY,41.47,8.0,16.25,0.48,1.75,5.0,0.36,9.75,10.25,0.96,0.25,3.0,3.25,6.0,2.75,1.75,0.25,1.75,4.5,7.25,27.5,-11.5,27.25,Playoffs,82,49,33,https://loodibee.com/wp-content/uploads/nba-phoenix-suns-logo.png,Devin Booker,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/1626164.png,Devin Booker,Guard,Phoenix Suns,4,0,4,0.0,192.0,123.2,101,0.608,30,17,79.0,69.0,38.0,202.0,15,15,2,15,15,16,16,16,14,15,3,5,1,2,West
Donovan Mitchell,1628378,Cleveland Cavaliers,AWAY,38.66,9.83,20.67,0.47,3.5,8.17,0.4,5.33,6.0,0.87,0.5,4.17,4.67,4.5,3.0,1.83,0.0,1.0,2.67,5.17,28.5,0.17,25.0,Playoffs,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Donovan Mitchell,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1628378.png,Donovan Mitchell,Guard,Cleveland Cavaliers,12,5,7,0.417,576.0,111.1,373,0.699,80,55,153.0,158.0,152.0,478.0,6,8,13,9,6,8,7,9,5,7,10,11,10,10,East
Donovan Mitchell,1628378,Cleveland Cavaliers,HOME,37.49,12.0,25.25,0.45,2.0,8.25,0.24,5.25,7.25,0.5,0.75,5.75,6.5,5.0,2.5,0.5,0.75,1.25,3.25,5.75,31.25,-0.25,26.25,Playoffs,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Donovan Mitchell,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1628378.png,Donovan Mitchell,Guard,Cleveland Cavaliers,12,5,7,0.417,576.0,111.1,373,0.699,80,55,153.0,158.0,152.0,478.0,6,8,13,9,6,8,7,9,5,7,10,11,10,10,East
Donte DiVincenzo,1628978,New York Knicks,AWAY,38.59,7.12,15.5,0.45,4.12,9.25,0.4,2.62,3.0,0.68,1.25,3.25,4.5,2.88,1.25,1.5,1.12,1.12,2.75,2.5,21.0,2.62,21.0,Playoffs,82,50,32,https://loodibee.com/wp-content/uploads/nba-new-york-knicks-logo.png,Donte DiVincenzo,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1628978.png,Donte DiVincenzo,Guard,New York Knicks,13,7,6,0.538,629.0,120.6,382,0.694,74,70,196.0,165.0,168.0,608.0,5,5,12,6,5,15,6,11,8,5,12,13,11,12,East
Donte DiVincenzo,1628978,New York Knicks,HOME,31.37,4.6,13.4,0.31,2.4,6.4,0.3,1.0,1.2,0.3,0.6,2.6,3.2,2.2,1.2,0.8,0.6,1.2,1.4,2.0,12.6,-16.0,9.2,Playoffs,82,50,32,https://loodibee.com/wp-content/uploads/nba-new-york-knicks-logo.png,Donte DiVincenzo,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1628978.png,Donte DiVincenzo,Guard,New York Knicks,13,7,6,0.538,629.0,120.6,382,0.694,74,70,196.0,165.0,168.0,608.0,5,5,12,6,5,15,6,11,8,5,12,13,11,12,East
Doug McDermott,203926,Indiana Pacers,AWAY,9.71,0.6,1.4,0.4,0.4,1.2,0.3,0.0,0.0,0.0,0.2,0.2,0.4,1.0,0.2,0.0,0.4,0.0,0.8,0.0,1.6,-4.8,2.4,Playoffs,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Doug McDermott,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/203926.png,Doug McDermott,Forward,Indiana Pacers,17,8,9,0.471,826.0,118.8,528,0.682,93,82,233.0,250.0,188.0,800.0,3,4,15,7,3,13,3,14,4,3,13,16,15,14,East
Doug McDermott,203926,Indiana Pacers,HOME,3.09,0.4,0.8,0.3,0.2,0.4,0.1,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,1.2,Playoffs,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Doug McDermott,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/203926.png,Doug McDermott,Forward,Indiana Pacers,17,8,9,0.471,826.0,118.8,528,0.682,93,82,233.0,250.0,188.0,800.0,3,4,15,7,3,13,3,14,4,3,13,16,15,14,East
Drew Eubanks,1629234,Phoenix Suns,AWAY,12.47,2.33,4.0,0.5,0.0,0.0,0.0,1.0,1.0,0.33,0.0,1.33,1.33,0.0,0.67,0.67,0.33,0.33,2.0,1.0,5.67,-4.0,5.67,Playoffs,82,49,33,https://loodibee.com/wp-content/uploads/nba-phoenix-suns-logo.png,Drew Eubanks,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/1629234.png,Drew Eubanks,Forward-Center,Phoenix Suns,4,0,4,0.0,192.0,123.2,101,0.608,30,17,79.0,69.0,38.0,202.0,15,15,2,15,15,16,16,16,14,15,3,5,1,2,West
Duncan Robinson,1629130,Miami Heat,AWAY,14.18,1.25,3.75,0.27,0.75,3.0,0.15,0.0,0.0,0.0,0.0,1.25,1.25,1.25,1.25,0.5,0.0,0.5,1.5,0.5,3.25,-10.0,2.5,Playoffs,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Duncan Robinson,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1629130.png,Duncan Robinson,Forward,Miami Heat,5,1,4,0.2,240.0,117.7,153,0.727,23,7,81.0,59.0,44.0,204.0,13,13,2,13,13,12,14,6,16,16,5,2,2,3,East
Duncan Robinson,1629130,Miami Heat,HOME,2.87,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,Playoffs,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Duncan Robinson,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1629130.png,Duncan Robinson,Forward,Miami Heat,5,1,4,0.2,240.0,117.7,153,0.727,23,7,81.0,59.0,44.0,204.0,13,13,2,13,13,12,14,6,16,16,5,2,2,3,East
Dwight Powell,203939,Dallas Mavericks,AWAY,3.15,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.29,0.0,0.14,0.71,0.86,0.29,0.43,0.0,0.0,0.0,0.57,0.14,0.29,-0.43,0.71,Playoffs,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Dwight Powell,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/203939.png,Dwight Powell,Forward-Center,Dallas Mavericks,22,13,9,0.591,1056.0,110.7,709,0.722,138,116,326.0,239.0,257.0,914.0,1,2,15,3,1,5,1,7,1,1,16,15,16,16,West
Dwight Powell,203939,Dallas Mavericks,HOME,3.74,0.0,0.33,0.0,0.0,0.0,0.0,0.67,0.67,0.33,0.33,0.67,1.0,0.17,0.0,0.17,0.0,0.0,0.83,0.33,0.67,0.5,1.67,Playoffs,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Dwight Powell,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/203939.png,Dwight Powell,Forward-Center,Dallas Mavericks,22,13,9,0.591,1056.0,110.7,709,0.722,138,116,326.0,239.0,257.0,914.0,1,2,15,3,1,5,1,7,1,1,16,15,16,16,West
Dyson Daniels,1630700,New Orleans Pelicans,AWAY,5.22,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-0.5,Playoffs,82,49,33,https://loodibee.com/wp-content/uploads/nba-new-orleans-pelicans-logo.png,Dyson Daniels,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1630700.png,Dyson Daniels,Guard,New Orleans Pelicans,4,0,4,0.0,192.0,109.6,133,0.797,35,18,79.0,34.0,71.0,176.0,15,15,2,15,15,4,15,1,11,14,3,1,3,1,West
Dyson Daniels,1630700,New Orleans Pelicans,HOME,6.53,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,-5.0,4.0,Playoffs,82,49,33,https://loodibee.com/wp-content/uploads/nba-new-orleans-pelicans-logo.png,Dyson Daniels,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1630700.png,Dyson Daniels,Guard,New Orleans Pelicans,4,0,4,0.0,192.0,109.6,133,0.797,35,18,79.0,34.0,71.0,176.0,15,15,2,15,15,4,15,1,11,14,3,1,3,1,West
E.J. Liddell,1630604,New Orleans Pelicans,HOME,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Playoffs,82,49,33,https://loodibee.com/wp-content/uploads/nba-new-orleans-pelicans-logo.png,E.J. Liddell,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1630604.png,E.J. Liddell,Forward,New Orleans Pelicans,4,0,4,0.0,192.0,109.6,133,0.797,35,18,79.0,34.0,71.0,176.0,15,15,2,15,15,4,15,1,11,14,3,1,3,1,West
Eric Gordon,201569,Phoenix Suns,AWAY,29.38,2.25,7.0,0.28,1.75,4.25,0.42,1.75,2.0,0.46,0.25,1.5,1.75,1.25,1.0,1.25,0.5,0.5,1.25,2.25,8.0,-6.5,6.75,Playoffs,82,49,33,https://loodibee.com/wp-content/uploads/nba-phoenix-suns-logo.png,Eric Gordon,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/201569.png,Eric Gordon,Guard,Phoenix Suns,4,0,4,0.0,192.0,123.2,101,0.608,30,17,79.0,69.0,38.0,202.0,15,15,2,15,15,16,16,16,14,15,3,5,1,2,West
Evan Mobley,1630596,Cleveland Cavaliers,AWAY,34.92,7.17,12.33,0.58,0.5,1.17,0.17,1.67,2.17,0.75,2.5,8.17,10.67,3.0,1.17,1.0,1.67,1.33,2.83,2.0,16.5,-2.17,26.0,Playoffs,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Evan Mobley,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1630596.png,Evan Mobley,Center,Cleveland Cavaliers,12,5,7,0.417,576.0,111.1,373,0.699,80,55,153.0,158.0,152.0,478.0,6,8,13,9,6,8,7,9,5,7,10,11,10,10,East
Evan Mobley,1630596,Cleveland Cavaliers,HOME,35.43,6.33,12.0,0.48,0.33,1.83,0.21,2.5,3.83,0.66,2.5,5.33,7.83,1.67,2.5,0.67,2.67,0.67,2.83,3.0,15.5,-3.17,18.83,Playoffs,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Evan Mobley,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1630596.png,Evan Mobley,Center,Cleveland Cavaliers,12,5,7,0.417,576.0,111.1,373,0.699,80,55,153.0,158.0,152.0,478.0,6,8,13,9,6,8,7,9,5,7,10,11,10,10,East
Franz Wagner,1630532,Orlando Magic,AWAY,36.05,4.75,15.0,0.32,1.0,4.75,0.22,6.0,6.25,0.96,1.75,4.0,5.75,4.5,1.75,0.75,1.0,1.75,3.0,4.5,16.5,3.75,16.25,Playoffs,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Franz Wagner,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630532.png,Franz Wagner,Forward,Orlando Magic,7,3,4,0.429,336.0,100.0,231,0.757,56,36,104.0,66.0,98.0,338.0,9,9,2,8,9,1,9,4,9,10,7,3,8,8,East
Franz Wagner,1630532,Orlando Magic,HOME,38.39,7.67,14.33,0.5,1.67,5.0,0.39,5.0,6.33,0.74,1.0,7.33,8.33,4.33,0.67,0.67,1.67,0.67,2.67,5.33,22.0,5.0,28.33,Playoffs,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Franz Wagner,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630532.png,Franz Wagner,Forward,Orlando Magic,7,3,4,0.429,336.0,100.0,231,0.757,56,36,104.0,66.0,98.0,338.0,9,9,2,8,9,1,9,4,9,10,7,3,8,8,East
Gabe Vincent,1629216,Los Angeles Lakers,AWAY,13.44,0.33,2.0,0.08,0.33,1.33,0.17,0.0,0.0,0.0,0.33,0.67,1.0,0.67,1.0,0.67,0.0,0.0,1.67,0.0,1.0,-1.33,0.67,Playoffs,82,47,35,https://loodibee.com/wp-content/uploads/nba-los-angeles-lakers-logo.png,Gabe Vincent,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629216.png,Gabe Vincent,Guard,Los Angeles Lakers,5,1,4,0.2,240.0,113.4,166,0.72,30,20,54.0,67.0,75.0,276.0,13,13,2,13,13,9,13,8,14,11,1,4,5,6,West
Gabe Vincent,1629216,Los Angeles Lakers,HOME,14.45,1.0,3.0,0.25,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.5,0.0,0.0,0.0,0.0,1.5,0.0,2.0,-2.5,3.0,Playoffs,82,47,35,https://loodibee.com/wp-content/uploads/nba-los-angeles-lakers-logo.png,Gabe Vincent,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629216.png,Gabe Vincent,Guard,Los Angeles Lakers,5,1,4,0.2,240.0,113.4,166,0.72,30,20,54.0,67.0,75.0,276.0,13,13,2,13,13,9,13,8,14,11,1,4,5,6,West
Gary Harris,203914,Orlando Magic,AWAY,27.58,2.33,5.67,0.33,2.0,4.33,0.41,0.67,0.67,0.33,1.0,1.67,2.67,1.0,0.0,1.0,0.33,0.67,3.67,0.67,7.33,2.33,9.0,Playoffs,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Gary Harris,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/203914.png,Gary Harris,Guard,Orlando Magic,7,3,4,0.429,336.0,100.0,231,0.757,56,36,104.0,66.0,98.0,338.0,9,9,2,8,9,1,9,4,9,10,7,3,8,8,East
Gary Harris,203914,Orlando Magic,HOME,25.37,0.33,3.67,0.17,0.33,3.0,0.17,0.0,0.0,0.0,0.67,0.67,1.33,0.33,0.67,1.33,0.67,0.0,2.33,0.0,1.0,-1.67,0.67,Playoffs,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Gary Harris,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/203914.png,Gary Harris,Guard,Orlando Magic,7,3,4,0.429,336.0,100.0,231,0.757,56,36,104.0,66.0,98.0,338.0,9,9,2,8,9,1,9,4,9,10,7,3,8,8,East
Georges Niang,1627777,Cleveland Cavaliers,AWAY,14.88,1.0,4.0,0.24,0.0,2.0,0.0,1.75,2.0,0.44,0.25,1.5,1.75,0.75,1.0,0.5,0.0,0.25,2.0,1.5,3.75,-0.75,2.5,Playoffs,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Georges Niang,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1627777.png,Georges Niang,Forward,Cleveland Cavaliers,12,5,7,0.417,576.0,111.1,373,0.699,80,55,153.0,158.0,152.0,478.0,6,8,13,9,6,8,7,9,5,7,10,11,10,10,East
Georges Niang,1627777,Cleveland Cavaliers,HOME,10.28,0.83,4.17,0.15,0.5,2.5,0.21,0.0,0.0,0.0,0.33,0.5,0.83,0.17,0.5,0.33,0.33,0.17,1.67,0.17,2.17,-3.5,0.0,Playoffs,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Georges Niang,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1627777.png,Georges Niang,Forward,Cleveland Cavaliers,12,5,7,0.417,576.0,111.1,373,0.699,80,55,153.0,158.0,152.0,478.0,6,8,13,9,6,8,7,9,5,7,10,11,10,10,East
Goga Bitadze,1629048,Orlando Magic,AWAY,5.58,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,Playoffs,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Goga Bitadze,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629048.png,Goga Bitadze,Center-Forward,Orlando Magic,7,3,4,0.429,336.0,100.0,231,0.757,56,36,104.0,66.0,98.0,338.0,9,9,2,8,9,1,9,4,9,10,7,3,8,8,East
Goga Bitadze,1629048,Orlando Magic,HOME,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,1.0,Playoffs,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Goga Bitadze,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629048.png,Goga Bitadze,Center-Forward,Orlando Magic,7,3,4,0.429,336.0,100.0,231,0.757,56,36,104.0,66.0,98.0,338.0,9,9,2,8,9,1,9,4,9,10,7,3,8,8,East
Gordon Hayward,202330,Oklahoma City Thunder,AWAY,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.0,Playoffs,82,57,25,https://loodibee.com/wp-content/uploads/nba-oklahoma-city-thunder-logo.png,Gordon Hayward,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/202330.png,Gordon Hayward,Forward,Oklahoma City Thunder,10,6,4,0.6,480.0,104.5,328,0.683,78,62,115.0,160.0,102.0,412.0,8,7,2,2,8,2,8,13,6,6,9,12,9,9,West
Gordon Hayward,202330,Oklahoma City Thunder,HOME,6.79,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,1.6,0.4,0.0,0.2,0.2,0.0,0.4,0.0,0.0,1.4,1.8,Playoffs,82,57,25,https://loodibee.com/wp-content/uploads/nba-oklahoma-city-thunder-logo.png,Gordon Hayward,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/202330.png,Gordon Hayward,Forward,Oklahoma City Thunder,10,6,4,0.6,480.0,104.5,328,0.683,78,62,115.0,160.0,102.0,412.0,8,7,2,2,8,2,8,13,6,6,9,12,9,9,West
Grayson Allen,1628960,Phoenix Suns,AWAY,21.32,0.5,2.5,0.25,0.5,2.5,0.25,2.0,2.0,0.5,1.0,3.0,4.0,1.0,1.5,0.5,0.0,0.0,2.0,1.5,3.5,-1.5,5.5,Playoffs,82,49,33,https://loodibee.com/wp-content/uploads/nba-phoenix-suns-logo.png,Grayson Allen,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/1628960.png,Grayson Allen,Guard,Phoenix Suns,4,0,4,0.0,192.0,123.2,101,0.608,30,17,79.0,69.0,38.0,202.0,15,15,2,15,15,16,16,16,14,15,3,5,1,2,West
Haywood Highsmith,1629312,Miami Heat,AWAY,26.69,2.25,5.5,0.37,0.75,3.25,0.15,0.0,0.0,0.0,0.5,2.5,3.0,2.0,0.75,0.25,0.0,0.25,2.25,0.0,5.25,-11.0,6.5,Playoffs,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Haywood Highsmith,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1629312.png,Haywood Highsmith,Forward,Miami Heat,5,1,4,0.2,240.0,117.7,153,0.727,23,7,81.0,59.0,44.0,204.0,13,13,2,13,13,12,14,6,16,16,5,2,2,3,East
Haywood Highsmith,1629312,Miami Heat,HOME,18.8,1.0,6.0,0.17,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,3.0,-17.0,0.0,Playoffs,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Haywood Highsmith,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1629312.png,Haywood Highsmith,Forward,Miami Heat,5,1,4,0.2,240.0,117.7,153,0.727,23,7,81.0,59.0,44.0,204.0,13,13,2,13,13,12,14,6,16,16,5,2,2,3,East
